,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037,F038,F039,F040,F041,F042,F043,F044,F045,F046,F047,F048,F049,F050,F051,F052,F053,F054,F055,F056,F057,F058,F059,F060,F061,F062,F063,F064,F065,F066,F067,F068,F069,F070,F071,F072,F073,F074,F075,F076,F077,F078,F079,F080,F081,F082,F083,F084,F085,F086,F087,F088,F089,F090,F091,F092,F093,F094,F095,F096,F097,F098,F099,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,class
5b8c_G,   4.00000,   3.60000,  39.00000,  35.50000,  66.00000,  60.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.80000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,  10.00000,   9.00000,   8.20000,   1.00000,   0.90000,   0.00000,   0.00000,5723.20000,   0.00000, 112.00000,1921.00000, 175.00000,   0.00000,1020.00000,1094.00000,1404.00000,   0.32997,   0.33141,   0.31286,   0.40965,   0.00000,   0.34078,   0.07189,   0.33127,   0.49101,   0.43456,   0.15543,   0.22968,   0.22503,   0.45221,   0.00000,   0.16685,   0.60817,   0.34534,   0.31428,   0.07013,   0.21486,   0.23266,3773.57000,1776.64000,1423.22000, 721.12000,2350.35000,1055.52000,   3.00000,   5.00000,   0.00000,   1.00000,   0.00000,   1.00000,   6.00000,   7.00000,   0.00000,   1.00000,   3.00000,   3.00000,   0.00000,   0.00000,   7.00000,   6.00000,   4.00000,   0.00000,   1.00000,   1.00000,   4.00000,   0.00000,   0.00000,   2.00000,   2.00000,   4.00000,   0.00000,   4.00000,   2.00000,   3.00000,  10.00000,   0.00000,   0.00000,   4.00000,   0.00000,  10.00000,   5.00000,   1.00000,   6.00000,   4.00000,   0.02727,   0.04545,   0.00000,   0.00909,   0.00000,   0.00909,   0.05455,   0.06364,   0.00000,   0.00909,   0.02727,   0.02727,   0.00000,   0.00000,   0.06364,   0.05455,   0.03636,   0.00000,   0.00909,   0.00909,   0.03636,   0.00000,   0.00000,   0.01818,   0.01818,   0.03636,   0.00000,   0.03636,   0.01818,   0.02727,   0.09091,   0.00000,   0.00000,   0.03636,   0.00000,   0.09091,   0.04545,   0.00909,   0.05455,   0.03636,-1
5b8c_A,   4.00000,   3.60000,  42.00000,  38.20000,  69.00000,  62.70000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.80000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  10.00000,   9.10000,   9.00000,   8.20000,   1.00000,   0.90000,   0.00000,   0.00000,5734.60000,   0.00000, 122.00000,2022.00000, 141.00000,   0.00000,1046.00000, 850.00000,1554.00000,   0.32888,   0.32888,   0.31400,   0.40486,   0.00000,   0.34810,   0.07060,   0.33617,   0.49632,   0.43479,   0.15492,   0.22090,   0.22244,   0.45740,   0.00000,   0.16864,   0.59767,   0.33747,   0.31404,   0.06775,   0.21171,   0.23169,3730.02000,1792.59000,1409.91000, 714.77000,2320.11000,1077.82000,   3.00000,   5.00000,   0.00000,   1.00000,   0.00000,   1.00000,   6.00000,   7.00000,   0.00000,   1.00000,   3.00000,   3.00000,   0.00000,   0.00000,   7.00000,   5.00000,   4.00000,   0.00000,   1.00000,   1.00000,   4.00000,   0.00000,   0.00000,   2.00000,   2.00000,   4.00000,   0.00000,   4.00000,   2.00000,   3.00000,  10.00000,   0.00000,   0.00000,   4.00000,   0.00000,  11.00000,   5.00000,   1.00000,   6.00000,   4.00000,   0.02727,   0.04545,   0.00000,   0.00909,   0.00000,   0.00909,   0.05455,   0.06364,   0.00000,   0.00909,   0.02727,   0.02727,   0.00000,   0.00000,   0.06364,   0.04545,   0.03636,   0.00000,   0.00909,   0.00909,   0.03636,   0.00000,   0.00000,   0.01818,   0.01818,   0.03636,   0.00000,   0.03636,   0.01818,   0.02727,   0.09091,   0.00000,   0.00000,   0.03636,   0.00000,   0.10000,   0.04545,   0.00909,   0.05455,   0.03636,-1
5awn_L,   7.00000,   6.20000,  38.00000,  33.60000,  70.00000,  61.90000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   8.00000,   9.00000,   8.00000,   3.00000,   2.70000,   1.00000,   0.90000,6256.00000,   0.00000, 291.00000,1695.00000, 176.00000,   0.00000,1637.00000, 566.00000,1887.00000,   0.36622,   0.33034,   0.24645,   0.46685,   0.31025,   0.49833,   0.09706,   0.43375,   0.29134,   0.41048,   0.34696,   0.17301,   0.19690,   0.64239,   0.00000,   0.17956,   0.59948,   0.32862,   0.26059,   0.07916,   0.25788,   0.32349,4428.09000,1524.31000,1340.82000, 620.06000,3087.26000, 904.25000,   1.00000,   7.00000,   1.00000,   5.00000,   0.00000,   4.00000,   0.00000,   8.00000,   1.00000,   1.00000,   0.00000,   3.00000,   0.00000,   0.00000,   7.00000,   6.00000,   2.00000,   0.00000,   2.00000,   4.00000,   4.00000,   0.00000,   0.00000,   1.00000,   3.00000,   2.00000,   2.00000,   5.00000,   0.00000,   6.00000,   5.00000,   0.00000,   0.00000,   3.00000,   0.00000,  12.00000,   4.00000,   1.00000,   5.00000,   3.00000,   0.00926,   0.06481,   0.00926,   0.04630,   0.00000,   0.03704,   0.00000,   0.07407,   0.00926,   0.00926,   0.00000,   0.02778,   0.00000,   0.00000,   0.06481,   0.05556,   0.01852,   0.00000,   0.01852,   0.03704,   0.03704,   0.00000,   0.00000,   0.00926,   0.02778,   0.01852,   0.01852,   0.04630,   0.00000,   0.05556,   0.04630,   0.00000,   0.00000,   0.02778,   0.00000,   0.11111,   0.03704,   0.00926,   0.04630,   0.02778,-1
4zso_C,   7.00000,   6.40000,  39.00000,  35.50000,  67.00000,  60.90000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  10.00000,   9.10000,   7.00000,   6.40000,   1.00000,   0.90000,   0.00000,   0.00000,6213.30000,   0.00000,   7.00000,2097.00000, 175.00000,   0.00000,1048.00000, 753.00000,2134.00000,   0.34573,   0.36406,   0.46091,   0.73187,   0.46427,   0.66638,   0.10773,   0.27796,   0.48786,   0.35434,   0.00000,   0.14035,   0.24434,   0.44824,   0.16741,   0.18769,   0.54447,   0.37697,   0.25320,   0.15260,   0.16049,   0.28565,3993.90000,1901.73000,1320.74000, 784.27000,2673.16000,1117.46000,   6.00000,   3.00000,   2.00000,   2.00000,   0.00000,   1.00000,   4.00000,   4.00000,   0.00000,   0.00000,   2.00000,   5.00000,   0.00000,   0.00000,   6.00000,  11.00000,   2.00000,   0.00000,   0.00000,   1.00000,   5.00000,   0.00000,   0.00000,   0.00000,   3.00000,   5.00000,   0.00000,   3.00000,   0.00000,   3.00000,   6.00000,   0.00000,   4.00000,   2.00000,   1.00000,   9.00000,   7.00000,   3.00000,   7.00000,   3.00000,   0.05455,   0.02727,   0.01818,   0.01818,   0.00000,   0.00909,   0.03636,   0.03636,   0.00000,   0.00000,   0.01818,   0.04545,   0.00000,   0.00000,   0.05455,   0.10000,   0.01818,   0.00000,   0.00000,   0.00909,   0.04545,   0.00000,   0.00000,   0.00000,   0.02727,   0.04545,   0.00000,   0.02727,   0.00000,   0.02727,   0.05455,   0.00000,   0.03636,   0.01818,   0.00909,   0.08182,   0.06364,   0.02727,   0.06364,   0.02727,-1
4zso_A,   5.00000,   4.50000,  39.00000,  35.50000,  66.00000,  60.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  10.00000,   9.10000,   7.00000,   6.40000,   1.00000,   0.90000,   0.00000,   0.00000,6223.30000,   0.00000,   0.00000,2098.00000, 175.00000,   0.00000,1053.00000, 767.00000,2134.00000,   0.34894,   0.36214,   0.46207,   0.73098,   0.47175,   0.66721,   0.10884,   0.28818,   0.48297,   0.34463,   0.00000,   0.14371,   0.24492,   0.44917,   0.15662,   0.19345,   0.54241,   0.38453,   0.25082,   0.15684,   0.16032,   0.28604,3983.93000,1932.84000,1290.58000, 804.62000,2693.35000,1128.22000,   6.00000,   3.00000,   2.00000,   2.00000,   0.00000,   1.00000,   4.00000,   3.00000,   0.00000,   0.00000,   2.00000,   5.00000,   0.00000,   0.00000,   6.00000,  11.00000,   2.00000,   0.00000,   0.00000,   1.00000,   5.00000,   0.00000,   0.00000,   0.00000,   3.00000,   5.00000,   0.00000,   4.00000,   0.00000,   3.00000,   6.00000,   0.00000,   4.00000,   2.00000,   1.00000,   9.00000,   7.00000,   3.00000,   7.00000,   3.00000,   0.05455,   0.02727,   0.01818,   0.01818,   0.00000,   0.00909,   0.03636,   0.02727,   0.00000,   0.00000,   0.01818,   0.04545,   0.00000,   0.00000,   0.05455,   0.10000,   0.01818,   0.00000,   0.00000,   0.00909,   0.04545,   0.00000,   0.00000,   0.00000,   0.02727,   0.04545,   0.00000,   0.03636,   0.00000,   0.02727,   0.05455,   0.00000,   0.03636,   0.01818,   0.00909,   0.08182,   0.06364,   0.02727,   0.06364,   0.02727,-1
4zd3_L,   0.00000,   0.00000,  33.00000,  35.10000,  55.00000,  58.50000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   1.10000,   1.00000,   1.10000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  10.00000,  10.60000,   7.00000,   7.40000,   1.00000,   1.10000,   0.00000,   0.00000,5611.50000,   0.00000,   0.00000,1682.00000, 183.00000,   0.00000, 799.00000, 817.00000,2124.00000,   0.41244,   0.36820,   0.34061,   0.41036,   0.70331,   0.61554,   0.10855,   0.38310,   0.34765,   0.50070,   0.29130,   0.23748,   0.22122,   0.54871,   0.24186,   0.21003,   0.70716,   0.42361,   0.35869,   0.14866,   0.37886,   0.35460,4528.42000,1273.99000,1234.56000, 490.58000,3293.86000, 783.41000,   3.00000,   4.00000,   1.00000,   4.00000,   0.00000,   5.00000,   2.00000,   4.00000,   0.00000,   1.00000,   1.00000,   3.00000,   0.00000,   1.00000,   5.00000,  10.00000,   5.00000,   0.00000,   2.00000,   2.00000,   3.00000,   0.00000,   0.00000,   0.00000,   2.00000,   2.00000,   0.00000,   2.00000,   1.00000,   4.00000,   6.00000,   0.00000,   1.00000,   2.00000,   0.00000,   8.00000,   3.00000,   2.00000,   4.00000,   1.00000,   0.03191,   0.04255,   0.01064,   0.04255,   0.00000,   0.05319,   0.02128,   0.04255,   0.00000,   0.01064,   0.01064,   0.03191,   0.00000,   0.01064,   0.05319,   0.10638,   0.05319,   0.00000,   0.02128,   0.02128,   0.03191,   0.00000,   0.00000,   0.00000,   0.02128,   0.02128,   0.00000,   0.02128,   0.01064,   0.04255,   0.06383,   0.00000,   0.01064,   0.02128,   0.00000,   0.08511,   0.03191,   0.02128,   0.04255,   0.01064,-1
4yhz_L,   5.00000,   4.70000,  37.00000,  34.60000,  69.00000,  64.50000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   8.40000,  12.00000,  11.20000,   1.00000,   0.90000,   1.00000,   0.90000,6146.30000,   0.00000, 263.00000,1872.00000, 251.00000,   0.00000,1675.00000, 615.00000,1468.00000,   0.36090,   0.33795,   0.35689,   0.45594,   0.43900,   0.37732,   0.08041,   0.35314,   0.42713,   0.42114,   0.14880,   0.31684,   0.28340,   0.34771,   0.00000,   0.19317,   0.51361,   0.36881,   0.37712,   0.20083,   0.20663,   0.18859,4221.64000,1487.35000,1391.83000, 628.94000,2829.81000, 858.41000,   3.00000,   6.00000,   3.00000,   6.00000,   0.00000,   2.00000,   3.00000,   6.00000,   0.00000,   3.00000,   3.00000,   1.00000,   0.00000,   0.00000,   7.00000,   4.00000,   5.00000,   1.00000,   1.00000,   0.00000,   4.00000,   0.00000,   1.00000,   2.00000,   2.00000,   4.00000,   0.00000,   5.00000,   1.00000,   3.00000,   1.00000,   0.00000,   0.00000,   2.00000,   0.00000,   6.00000,   6.00000,   1.00000,   4.00000,  11.00000,   0.02804,   0.05607,   0.02804,   0.05607,   0.00000,   0.01869,   0.02804,   0.05607,   0.00000,   0.02804,   0.02804,   0.00935,   0.00000,   0.00000,   0.06542,   0.03738,   0.04673,   0.00935,   0.00935,   0.00000,   0.03738,   0.00000,   0.00935,   0.01869,   0.01869,   0.03738,   0.00000,   0.04673,   0.00935,   0.02804,   0.00935,   0.00000,   0.00000,   0.01869,   0.00000,   0.05607,   0.05607,   0.00935,   0.03738,   0.10280,-1
4yhy_C,   5.00000,   4.70000,  37.00000,  34.60000,  69.00000,  64.50000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,  10.00000,   9.30000,  11.00000,  10.30000,   2.00000,   1.90000,   1.00000,   0.90000,6106.10000,   0.00000, 265.00000,1857.00000, 260.00000,   0.00000,1644.00000, 573.00000,1505.00000,   0.36160,   0.33585,   0.35304,   0.46265,   0.43241,   0.37051,   0.08096,   0.35589,   0.43520,   0.42000,   0.14603,   0.31056,   0.27898,   0.35405,   0.00000,   0.19713,   0.51372,   0.36778,   0.38002,   0.19868,   0.20416,   0.18728,4264.16000,1441.10000,1375.76000, 631.46000,2888.40000, 809.64000,   3.00000,   6.00000,   3.00000,   6.00000,   0.00000,   2.00000,   3.00000,   6.00000,   0.00000,   3.00000,   3.00000,   1.00000,   0.00000,   0.00000,   7.00000,   4.00000,   6.00000,   1.00000,   1.00000,   0.00000,   4.00000,   0.00000,   1.00000,   2.00000,   2.00000,   4.00000,   0.00000,   5.00000,   1.00000,   3.00000,   1.00000,   0.00000,   0.00000,   2.00000,   0.00000,   6.00000,   5.00000,   1.00000,   4.00000,  11.00000,   0.02804,   0.05607,   0.02804,   0.05607,   0.00000,   0.01869,   0.02804,   0.05607,   0.00000,   0.02804,   0.02804,   0.00935,   0.00000,   0.00000,   0.06542,   0.03738,   0.05607,   0.00935,   0.00935,   0.00000,   0.03738,   0.00000,   0.00935,   0.01869,   0.01869,   0.03738,   0.00000,   0.04673,   0.00935,   0.02804,   0.00935,   0.00000,   0.00000,   0.01869,   0.00000,   0.05607,   0.04673,   0.00935,   0.03738,   0.10280,-1
4yhp_B,   5.00000,   4.60000,  37.00000,  33.90000,  73.00000,  67.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,  13.00000,  11.90000,  11.00000,  10.10000,   2.00000,   1.80000,   1.00000,   0.90000,6215.20000,   0.00000, 249.00000,1791.00000, 243.00000,   0.00000,1670.00000, 580.00000,1682.00000,   0.36000,   0.32984,   0.35280,   0.45169,   0.43121,   0.37366,   0.07704,   0.34599,   0.42723,   0.40861,   0.14391,   0.30282,   0.25594,   0.33776,   0.00000,   0.18257,   0.51195,   0.37513,   0.36349,   0.18967,   0.26828,   0.20069,4358.76000,1425.12000,1352.51000, 663.08000,3006.25000, 762.04000,   3.00000,   6.00000,   3.00000,   6.00000,   0.00000,   2.00000,   3.00000,   5.00000,   0.00000,   3.00000,   2.00000,   1.00000,   0.00000,   0.00000,   7.00000,   5.00000,   6.00000,   1.00000,   2.00000,   1.00000,   4.00000,   0.00000,   1.00000,   2.00000,   2.00000,   4.00000,   0.00000,   6.00000,   1.00000,   3.00000,   2.00000,   0.00000,   0.00000,   2.00000,   0.00000,   5.00000,   5.00000,   1.00000,   4.00000,  11.00000,   0.02752,   0.05505,   0.02752,   0.05505,   0.00000,   0.01835,   0.02752,   0.04587,   0.00000,   0.02752,   0.01835,   0.00917,   0.00000,   0.00000,   0.06422,   0.04587,   0.05505,   0.00917,   0.01835,   0.00917,   0.03670,   0.00000,   0.00917,   0.01835,   0.01835,   0.03670,   0.00000,   0.05505,   0.00917,   0.02752,   0.01835,   0.00000,   0.00000,   0.01835,   0.00000,   0.04587,   0.04587,   0.00917,   0.03670,   0.10092,-1
4yhm_L,   3.00000,   2.70000,  40.00000,  36.40000,  69.00000,  62.70000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  12.00000,  10.90000,   8.00000,   7.30000,   1.00000,   0.90000,   0.00000,   0.00000,6273.40000,   0.00000,   0.00000,1953.00000, 196.00000,   0.00000,1137.00000,1093.00000,1892.00000,   0.36038,   0.32175,   0.38308,   0.36104,   0.48962,   0.64397,   0.06889,   0.40729,   0.48487,   0.42368,   0.40742,   0.14735,   0.19513,   0.38995,   0.14527,   0.16959,   0.58224,   0.36831,   0.30396,   0.07035,   0.19659,   0.29576,3520.04000,2134.11000,1368.57000, 712.37000,2151.47000,1421.74000,   1.00000,   0.00000,   0.00000,   4.00000,   1.00000,   4.00000,   2.00000,   8.00000,   2.00000,   0.00000,   4.00000,   1.00000,   0.00000,   1.00000,   6.00000,  12.00000,   3.00000,   0.00000,   1.00000,   5.00000,   2.00000,   4.00000,   1.00000,   0.00000,   1.00000,   2.00000,   1.00000,   4.00000,   0.00000,   6.00000,   4.00000,   4.00000,   1.00000,   4.00000,   1.00000,   4.00000,   4.00000,   1.00000,   6.00000,   4.00000,   0.00909,   0.00000,   0.00000,   0.03636,   0.00909,   0.03636,   0.01818,   0.07273,   0.01818,   0.00000,   0.03636,   0.00909,   0.00000,   0.00909,   0.05455,   0.10909,   0.02727,   0.00000,   0.00909,   0.04545,   0.01818,   0.03636,   0.00909,   0.00000,   0.00909,   0.01818,   0.00909,   0.03636,   0.00000,   0.05455,   0.03636,   0.03636,   0.00909,   0.03636,   0.00909,   0.03636,   0.03636,   0.00909,   0.05455,   0.03636,-1
4ydj_L,   5.00000,   4.80000,  30.00000,  28.80000,  60.00000,  57.70000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   1.00000,   1.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  12.00000,  11.50000,   6.00000,   5.80000,   1.00000,   1.00000,   0.00000,   0.00000,5986.20000,   0.00000, 320.00000,1170.00000, 161.00000,   0.00000, 976.00000,1110.00000,2251.00000,   0.36666,   0.34762,   0.32872,   0.41168,   0.52849,   0.37350,   0.08126,   0.43877,   0.49533,   0.40473,   0.37560,   0.19469,   0.17604,   0.61573,   0.08809,   0.17551,   0.61067,   0.33847,   0.27469,   0.08811,   0.23398,   0.34138,4195.20000,1577.27000,1325.56000, 580.79000,2869.64000, 996.48000,   4.00000,   6.00000,   3.00000,   3.00000,   0.00000,   4.00000,   1.00000,   6.00000,   2.00000,   0.00000,   0.00000,   3.00000,   0.00000,   0.00000,   7.00000,   5.00000,   2.00000,   0.00000,   1.00000,   4.00000,   3.00000,   1.00000,   0.00000,   3.00000,   2.00000,   3.00000,   1.00000,   4.00000,   0.00000,   3.00000,   5.00000,   0.00000,   1.00000,   4.00000,   0.00000,  10.00000,   4.00000,   1.00000,   4.00000,   3.00000,   0.03883,   0.05825,   0.02913,   0.02913,   0.00000,   0.03883,   0.00971,   0.05825,   0.01942,   0.00000,   0.00000,   0.02913,   0.00000,   0.00000,   0.06796,   0.04854,   0.01942,   0.00000,   0.00971,   0.03883,   0.02913,   0.00971,   0.00000,   0.02913,   0.01942,   0.02913,   0.00971,   0.03883,   0.00000,   0.02913,   0.04854,   0.00000,   0.00971,   0.03883,   0.00000,   0.09709,   0.03883,   0.00971,   0.03883,   0.02913,-1
4ydj_B,   5.00000,   4.80000,  32.00000,  30.80000,  61.00000,  58.70000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   1.00000,   2.00000,   1.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,  10.60000,   7.00000,   6.70000,   1.00000,   1.00000,   0.00000,   0.00000,5972.50000,   0.00000, 420.00000,1213.00000, 157.00000,   0.00000, 986.00000,1046.00000,2154.00000,   0.36662,   0.34442,   0.32551,   0.41550,   0.50607,   0.38018,   0.08070,   0.44067,   0.48992,   0.40071,   0.36457,   0.17643,   0.17045,   0.61467,   0.08489,   0.17194,   0.60406,   0.33582,   0.27858,   0.08753,   0.23276,   0.34622,4208.51000,1548.29000,1302.16000, 584.38000,2906.35000, 963.91000,   4.00000,   6.00000,   2.00000,   3.00000,   0.00000,   4.00000,   2.00000,   5.00000,   2.00000,   0.00000,   0.00000,   3.00000,   0.00000,   0.00000,   7.00000,   5.00000,   2.00000,   0.00000,   1.00000,   4.00000,   3.00000,   1.00000,   1.00000,   3.00000,   2.00000,   3.00000,   0.00000,   5.00000,   0.00000,   3.00000,   5.00000,   0.00000,   1.00000,   4.00000,   0.00000,  10.00000,   4.00000,   1.00000,   4.00000,   3.00000,   0.03883,   0.05825,   0.01942,   0.02913,   0.00000,   0.03883,   0.01942,   0.04854,   0.01942,   0.00000,   0.00000,   0.02913,   0.00000,   0.00000,   0.06796,   0.04854,   0.01942,   0.00000,   0.00971,   0.03883,   0.02913,   0.00971,   0.00971,   0.02913,   0.01942,   0.02913,   0.00000,   0.04854,   0.00000,   0.02913,   0.04854,   0.00000,   0.00971,   0.03883,   0.00000,   0.09709,   0.03883,   0.00971,   0.03883,   0.02913,-1
4xvt_L,   4.00000,   3.90000,  40.00000,  39.20000,  67.00000,  65.70000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   2.00000,   1.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  12.00000,  11.80000,   9.00000,   8.80000,   1.00000,   1.00000,   0.00000,   0.00000,5776.50000,   0.00000,   0.00000,2095.00000, 130.00000,   0.00000,1091.00000, 581.00000,1878.00000,   0.35662,   0.31426,   0.32488,   0.46089,   0.27121,   0.34709,   0.06589,   0.36028,   0.47885,   0.41504,   0.00000,   0.23866,   0.18029,   0.48966,   0.00000,   0.19764,   0.48169,   0.33161,   0.32481,   0.06907,   0.27106,   0.22661,4072.85000,1537.98000,1074.77000, 631.50000,2998.08000, 906.48000,   2.00000,   9.00000,   0.00000,   3.00000,   0.00000,   3.00000,   4.00000,   7.00000,   0.00000,   2.00000,   0.00000,   2.00000,   0.00000,   0.00000,   6.00000,   4.00000,   3.00000,   0.00000,   2.00000,   1.00000,   3.00000,   0.00000,   1.00000,   1.00000,   2.00000,   5.00000,   1.00000,   5.00000,   0.00000,   3.00000,   8.00000,   0.00000,   0.00000,   4.00000,   0.00000,   6.00000,   6.00000,   1.00000,   5.00000,   3.00000,   0.01961,   0.08824,   0.00000,   0.02941,   0.00000,   0.02941,   0.03922,   0.06863,   0.00000,   0.01961,   0.00000,   0.01961,   0.00000,   0.00000,   0.05882,   0.03922,   0.02941,   0.00000,   0.01961,   0.00980,   0.02941,   0.00000,   0.00980,   0.00980,   0.01961,   0.04902,   0.00980,   0.04902,   0.00000,   0.02941,   0.07843,   0.00000,   0.00000,   0.03922,   0.00000,   0.05882,   0.05882,   0.00980,   0.04902,   0.02941,-1
4xvs_L,   4.00000,   3.80000,  39.00000,  37.50000,  68.00000,  65.40000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.90000,   1.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  13.00000,  12.50000,   8.00000,   7.70000,   1.00000,   1.00000,   0.00000,   0.00000,6066.60000,   0.00000,   0.00000,2078.00000, 142.00000,   0.00000,1112.00000, 488.00000,2240.00000,   0.37974,   0.32079,   0.33694,   0.47180,   0.28108,   0.37471,   0.07648,   0.35723,   0.57209,   0.41505,   0.00000,   0.26750,   0.19507,   0.52002,   0.00000,   0.19081,   0.51023,   0.34397,   0.34335,   0.07797,   0.27840,   0.19496,4511.03000,1516.57000,1186.89000, 614.68000,3324.14000, 901.89000,   2.00000,   9.00000,   0.00000,   3.00000,   0.00000,   3.00000,   6.00000,   7.00000,   0.00000,   3.00000,   1.00000,   2.00000,   0.00000,   0.00000,   6.00000,   4.00000,   3.00000,   0.00000,   2.00000,   1.00000,   3.00000,   0.00000,   1.00000,   1.00000,   2.00000,   5.00000,   0.00000,   5.00000,   0.00000,   3.00000,   7.00000,   0.00000,   0.00000,   4.00000,   0.00000,   6.00000,   6.00000,   1.00000,   5.00000,   3.00000,   0.01923,   0.08654,   0.00000,   0.02885,   0.00000,   0.02885,   0.05769,   0.06731,   0.00000,   0.02885,   0.00962,   0.01923,   0.00000,   0.00000,   0.05769,   0.03846,   0.02885,   0.00000,   0.01923,   0.00962,   0.02885,   0.00000,   0.00962,   0.00962,   0.01923,   0.04808,   0.00000,   0.04808,   0.00000,   0.02885,   0.06731,   0.00000,   0.00000,   0.03846,   0.00000,   0.05769,   0.05769,   0.00962,   0.04808,   0.02885,-1
